Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Thu Nov 14 2019,8:00p,Los Angeles Clippers,127,New Orleans Pelicans,132,Box Score,,17147,
Thu Nov 14 2019,8:00p,Dallas Mavericks,103,New York Knicks,106,Box Score,,19812,
Thu Nov 14 2019,9:00p,Atlanta Hawks,112,Phoenix Suns,128,Box Score,,15143,
Thu Nov 14 2019,10:30p,Brooklyn Nets,93,Denver Nuggets,101,Box Score,,18394,
Fri Nov 15 2019,7:00p,Detroit Pistons,106,Charlotte Hornets,109,Box Score,,16778,
Fri Nov 15 2019,7:00p,San Antonio Spurs,109,Orlando Magic,111,Box Score,,16296,
Fri Nov 15 2019,8:00p,Indiana Pacers,102,Houston Rockets,111,Box Score,,18055,
Fri Nov 15 2019,8:00p,Utah Jazz,106,Memphis Grizzlies,107,Box Score,,16422,
Fri Nov 15 2019,8:00p,Washington Wizards,137,Minnesota Timberwolves,116,Box Score,,12716,
Fri Nov 15 2019,8:00p,Philadelphia 76ers,119,Oklahoma City Thunder,127,Box Score,OT,18203,
Fri Nov 15 2019,10:30p,Boston Celtics,105,Golden State Warriors,100,Box Score,,18064,
Fri Nov 15 2019,10:30p,Sacramento Kings,97,Los Angeles Lakers,99,Box Score,,18997,
Sat Nov 16 2019,6:00p,Brooklyn Nets,117,Chicago Bulls,111,Box Score,,19148,
Sat Nov 16 2019,7:00p,Milwaukee Bucks,102,Indiana Pacers,83,Box Score,,17024,
Sat Nov 16 2019,7:30p,Charlotte Hornets,103,New York Knicks,102,Box Score,,19401,
Sat Nov 16 2019,8:00p,New Orleans Pelicans,94,Miami Heat,109,Box Score,,19600,
Sat Nov 16 2019,8:00p,Houston Rockets,125,Minnesota Timberwolves,105,Box Score,,18978,
Sat Nov 16 2019,8:30p,Toronto Raptors,102,Dallas Mavericks,110,Box Score,,19926,
Sat Nov 16 2019,8:30p,Portland Trail Blazers,121,San Antonio Spurs,116,Box Score,,18534,
Sat Nov 16 2019,10:30p,Atlanta Hawks,101,Los Angeles Clippers,150,Box Score,,19068,
Sun Nov 17 2019,3:00p,Philadelphia 76ers,114,Cleveland Cavaliers,95,Box Score,,19432,
Sun Nov 17 2019,3:30p,Boston Celtics,99,Sacramento Kings,100,Box Score,,16633,
Sun Nov 17 2019,6:00p,Denver Nuggets,131,Memphis Grizzlies,114,Box Score,,14227,
Sun Nov 17 2019,6:00p,Washington Wizards,121,Orlando Magic,125,Box Score,,16344,
Sun Nov 17 2019,7:00p,Golden State Warriors,100,New Orleans Pelicans,108,Box Score,,16812,
Sun Nov 17 2019,9:30p,Atlanta Hawks,101,Los Angeles Lakers,122,Box Score,,18997,
Mon Nov 18 2019,7:00p,Cleveland Cavaliers,105,New York Knicks,123,Box Score,,17097,
Mon Nov 18 2019,7:30p,Indiana Pacers,115,Brooklyn Nets,86,Box Score,,14140,
Mon Nov 18 2019,7:30p,Charlotte Hornets,96,Toronto Raptors,132,Box Score,,19800,
Mon Nov 18 2019,8:00p,Milwaukee Bucks,115,Chicago Bulls,101,Box Score,,17565,
Mon Nov 18 2019,8:00p,Portland Trail Blazers,108,Houston Rockets,132,Box Score,,18055,
Mon Nov 18 2019,8:30p,San Antonio Spurs,110,Dallas Mavericks,117,Box Score,,19637,
Mon Nov 18 2019,9:00p,Boston Celtics,99,Phoenix Suns,85,Box Score,,15193,
Mon Nov 18 2019,9:00p,Minnesota Timberwolves,112,Utah Jazz,102,Box Score,,18306,
Mon Nov 18 2019,10:30p,Oklahoma City Thunder,88,Los Angeles Clippers,90,Box Score,,19068,
Tue Nov 19 2019,8:00p,Golden State Warriors,114,Memphis Grizzlies,95,Box Score,,14511,
Tue Nov 19 2019,8:00p,Portland Trail Blazers,104,New Orleans Pelicans,115,Box Score,,15021,
Tue Nov 19 2019,10:00p,Phoenix Suns,116,Sacramento Kings,120,Box Score,,16732,
Tue Nov 19 2019,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,112,Box Score,,18997,
Wed Nov 20 2019,7:00p,New York Knicks,104,Philadelphia 76ers,109,Box Score,,20384,
Wed Nov 20 2019,7:00p,San Antonio Spurs,132,Washington Wizards,138,Box Score,,14579,
Wed Nov 20 2019,7:30p,Milwaukee Bucks,135,Atlanta Hawks,127,Box Score,,16441,
Wed Nov 20 2019,7:30p,Charlotte Hornets,91,Brooklyn Nets,101,Box Score,,14011,
Wed Nov 20 2019,7:30p,Golden State Warriors,94,Dallas Mavericks,142,Box Score,,19569,
Wed Nov 20 2019,7:30p,Cleveland Cavaliers,100,Miami Heat,124,Box Score,,19600,
Wed Nov 20 2019,7:30p,Orlando Magic,97,Toronto Raptors,113,Box Score,,19800,
Wed Nov 20 2019,8:00p,Detroit Pistons,89,Chicago Bulls,109,Box Score,,18119,
Wed Nov 20 2019,8:00p,Utah Jazz,103,Minnesota Timberwolves,95,Box Score,,13177,
Wed Nov 20 2019,9:00p,Houston Rockets,95,Denver Nuggets,105,Box Score,,17778,
Wed Nov 20 2019,10:00p,Boston Celtics,104,Los Angeles Clippers,107,Box Score,OT,19068,
Thu Nov 21 2019,8:00p,Portland Trail Blazers,129,Milwaukee Bucks,137,Box Score,,17385,
Thu Nov 21 2019,10:30p,New Orleans Pelicans,124,Phoenix Suns,121,Box Score,,13903,
Fri Nov 22 2019,7:00p,Atlanta Hawks,103,Detroit Pistons,128,Box Score,,15399,
Fri Nov 22 2019,7:00p,Charlotte Hornets,118,Washington Wizards,125,Box Score,,15053,
Fri Nov 22 2019,7:30p,Sacramento Kings,97,Brooklyn Nets,116,Box Score,,15619,
Fri Nov 22 2019,8:00p,Miami Heat,116,Chicago Bulls,108,Box Score,,18953,
Fri Nov 22 2019,8:00p,Los Angeles Lakers,130,Oklahoma City Thunder,127,Box Score,,18203,
Fri Nov 22 2019,8:00p,San Antonio Spurs,104,Philadelphia 76ers,115,Box Score,,20927,
Fri Nov 22 2019,8:30p,Cleveland Cavaliers,101,Dallas Mavericks,143,Box Score,,19639,
Fri Nov 22 2019,9:00p,Boston Celtics,92,Denver Nuggets,96,Box Score,,19520,
Fri Nov 22 2019,9:00p,Golden State Warriors,109,Utah Jazz,113,Box Score,,18306,
Fri Nov 22 2019,10:30p,Houston Rockets,119,Los Angeles Clippers,122,Box Score,,19068,
Sat Nov 23 2019,5:00p,Phoenix Suns,100,Minnesota Timberwolves,98,Box Score,,17362,
Sat Nov 23 2019,7:00p,Chicago Bulls,116,Charlotte Hornets,115,Box Score,,17891,
Sat Nov 23 2019,7:00p,Orlando Magic,106,Indiana Pacers,111,Box Score,,16446,
Sat Nov 23 2019,7:30p,Toronto Raptors,119,Atlanta Hawks,116,Box Score,,16931,
Sat Nov 23 2019,7:30p,San Antonio Spurs,111,New York Knicks,104,Box Score,,19320,
Sat Nov 23 2019,7:30p,Miami Heat,86,Philadelphia 76ers,113,Box Score,,21017,
Sat Nov 23 2019,8:00p,Portland Trail Blazers,104,Cleveland Cavaliers,110,Box Score,,19432,
Sat Nov 23 2019,8:00p,Los Angeles Lakers,109,Memphis Grizzlies,108,Box Score,,17794,
Sat Nov 23 2019,8:30p,Detroit Pistons,90,Milwaukee Bucks,104,Box Score,,17585,
Sat Nov 23 2019,9:00p,New Orleans Pelicans,120,Utah Jazz,128,Box Score,,18306,
Sun Nov 24 2019,3:30p,Dallas Mavericks,137,Houston Rockets,123,Box Score,,18055,
Sun Nov 24 2019,6:00p,Brooklyn Nets,103,New York Knicks,101,Box Score,,18770,
Sun Nov 24 2019,6:00p,Sacramento Kings,113,Washington Wizards,106,Box Score,,15885,
Sun Nov 24 2019,8:00p,Phoenix Suns,104,Denver Nuggets,116,Box Score,,19520,
Sun Nov 24 2019,9:00p,New Orleans Pelicans,109,Los Angeles Clippers,134,Box Score,,19068,
Mon Nov 25 2019,7:00p,Brooklyn Nets,108,Cleveland Cavaliers,106,Box Score,,17143,
Mon Nov 25 2019,7:00p,Orlando Magic,88,Detroit Pistons,103,Box Score,,14695,
Mon Nov 25 2019,7:00p,Memphis Grizzlies,114,Indiana Pacers,126,Box Score,,15141,
Mon Nov 25 2019,7:30p,Minnesota Timberwolves,125,Atlanta Hawks,113,Box Score,,16218,
Mon Nov 25 2019,7:30p,Sacramento Kings,102,Boston Celtics,103,Box Score,,19156,
Mon Nov 25 2019,7:30p,Charlotte Hornets,100,Miami Heat,117,Box Score,,19600,
Mon Nov 25 2019,7:30p,Philadelphia 76ers,96,Toronto Raptors,101,Box Score,,19800,
Mon Nov 25 2019,8:00p,Portland Trail Blazers,117,Chicago Bulls,94,Box Score,,18776,
Mon Nov 25 2019,8:00p,Utah Jazz,118,Milwaukee Bucks,122,Box Score,,17385,
Mon Nov 25 2019,8:30p,Los Angeles Lakers,114,San Antonio Spurs,104,Box Score,,18498,
Mon Nov 25 2019,10:30p,Oklahoma City Thunder,100,Golden State Warriors,97,Box Score,,18064,
Tue Nov 26 2019,8:30p,Los Angeles Clippers,114,Dallas Mavericks,99,Box Score,,20407,
Tue Nov 26 2019,9:00p,Washington Wizards,104,Denver Nuggets,117,Box Score,,18673,
Wed Nov 27 2019,7:00p,Brooklyn Nets,110,Boston Celtics,121,Box Score,,19156,
Wed Nov 27 2019,7:00p,Detroit Pistons,101,Charlotte Hornets,102,Box Score,,15535,
Wed Nov 27 2019,7:00p,Orlando Magic,116,Cleveland Cavaliers,104,Box Score,,17712,
Wed Nov 27 2019,7:00p,Utah Jazz,102,Indiana Pacers,121,Box Score,,17027,
Wed Nov 27 2019,7:00p,Sacramento Kings,91,Philadelphia 76ers,97,Box Score,,20592,
Wed Nov 27 2019,7:30p,New York Knicks,98,Toronto Raptors,126,Box Score,,19800,
Wed Nov 27 2019,8:00p,Miami Heat,108,Houston Rockets,117,Box Score,,18055,
Wed Nov 27 2019,8:00p,Los Angeles Clippers,121,Memphis Grizzlies,119,Box Score,,16721,
Wed Nov 27 2019,8:00p,Atlanta Hawks,102,Milwaukee Bucks,111,Box Score,,17525,
Wed Nov 27 2019,8:30p,Minnesota Timberwolves,113,San Antonio Spurs,101,Box Score,,18354,
Wed Nov 27 2019,9:00p,Washington Wizards,140,Phoenix Suns,132,Box Score,,14123,
Wed Nov 27 2019,9:30p,Los Angeles Lakers,114,New Orleans Pelicans,110,Box Score,,18626,
Wed Nov 27 2019,10:00p,Oklahoma City Thunder,119,Portland Trail Blazers,136,Box Score,,19870,
Wed Nov 27 2019,10:30p,Chicago Bulls,90,Golden State Warriors,104,Box Score,,18064,
Fri Nov 29 2019,12:00p,Boston Celtics,107,Brooklyn Nets,112,Box Score,,17732,
Fri Nov 29 2019,7:00p,Charlotte Hornets,110,Detroit Pistons,107,Box Score,,15006,
Fri Nov 29 2019,7:00p,Toronto Raptors,90,Orlando Magic,83,Box Score,,17014,
Fri Nov 29 2019,7:30p,Milwaukee Bucks,119,Cleveland Cavaliers,110,Box Score,,19432,
Fri Nov 29 2019,7:30p,Philadelphia 76ers,101,New York Knicks,95,Box Score,,18109,
Fri Nov 29 2019,8:00p,Atlanta Hawks,104,Indiana Pacers,105,Box Score,OT,15827,
Fri Nov 29 2019,8:00p,Utah Jazz,103,Memphis Grizzlies,94,Box Score,,16605,
Fri Nov 29 2019,8:00p,Golden State Warriors,105,Miami Heat,122,Box Score,,19600,
Fri Nov 29 2019,8:00p,New Orleans Pelicans,104,Oklahoma City Thunder,109,Box Score,,18203,
Fri Nov 29 2019,8:30p,Los Angeles Clippers,97,San Antonio Spurs,107,Box Score,,18354,
Fri Nov 29 2019,9:00p,Dallas Mavericks,120,Phoenix Suns,113,Box Score,,18055,
Fri Nov 29 2019,10:00p,Chicago Bulls,103,Portland Trail Blazers,107,Box Score,,20139,
Fri Nov 29 2019,10:30p,Washington Wizards,103,Los Angeles Lakers,125,Box Score,,18997,
Sat Nov 30 2019,5:00p,Denver Nuggets,97,Sacramento Kings,100,Box Score,OT,17583,
Sat Nov 30 2019,7:00p,Indiana Pacers,116,Philadelphia 76ers,119,Box Score,,20517,
Sat Nov 30 2019,8:00p,Atlanta Hawks,111,Houston Rockets,158,Box Score,,18055,
Sat Nov 30 2019,8:00p,Charlotte Hornets,96,Milwaukee Bucks,137,Box Score,,17550,
Sun Dec 1 2019,3:00p,Miami Heat,109,Brooklyn Nets,106,Box Score,,17026,
Sun Dec 1 2019,3:30p,Memphis Grizzlies,115,Minnesota Timberwolves,107,Box Score,,12276,
Sun Dec 1 2019,3:30p,Boston Celtics,113,New York Knicks,104,Box Score,,18005,
Sun Dec 1 2019,4:00p,Dallas Mavericks,114,Los Angeles Lakers,100,Box Score,,18997,
Sun Dec 1 2019,5:00p,San Antonio Spurs,98,Detroit Pistons,132,Box Score,,14270,
Sun Dec 1 2019,5:00p,Oklahoma City Thunder,107,New Orleans Pelicans,104,Box Score,,15427,
Sun Dec 1 2019,6:00p,Golden State Warriors,96,Orlando Magic,100,Box Score,,15052,
Sun Dec 1 2019,6:00p,Utah Jazz,110,Toronto Raptors,130,Box Score,,18132,
Sun Dec 1 2019,10:30p,Washington Wizards,125,Los Angeles Clippers,150,Box Score,,19068,
Mon Dec 2 2019,7:00p,Phoenix Suns,109,Charlotte Hornets,104,Box Score,,11221,
Mon Dec 2 2019,7:00p,Utah Jazz,94,Philadelphia 76ers,103,Box Score,,20208,
Mon Dec 2 2019,7:30p,Golden State Warriors,79,Atlanta Hawks,104,Box Score,,14278,
Mon Dec 2 2019,8:00p,Indiana Pacers,117,Memphis Grizzlies,104,Box Score,,11919,
Mon Dec 2 2019,8:00p,New York Knicks,88,Milwaukee Bucks,132,Box Score,,17385,
Mon Dec 2 2019,10:00p,Chicago Bulls,113,Sacramento Kings,106,Box Score,,17257,
Tue Dec 3 2019,7:00p,Detroit Pistons,127,Cleveland Cavaliers,94,Box Score,,17504,
Tue Dec 3 2019,7:00p,Orlando Magic,127,Washington Wizards,120,Box Score,,13159,
Tue Dec 3 2019,7:30p,Dallas Mavericks,118,New Orleans Pelicans,97,Box Score,,14664,
Tue Dec 3 2019,7:30p,Miami Heat,121,Toronto Raptors,110,Box Score,OT,19800,
Tue Dec 3 2019,8:30p,Houston Rockets,133,San Antonio Spurs,135,Box Score,2OT,18354,
Tue Dec 3 2019,9:00p,Los Angeles Lakers,105,Denver Nuggets,96,Box Score,,19658,
Tue Dec 3 2019,10:00p,Portland Trail Blazers,97,Los Angeles Clippers,117,Box Score,,19068,
Wed Dec 4 2019,7:00p,Golden State Warriors,91,Charlotte Hornets,106,Box Score,,14355,
Wed Dec 4 2019,7:00p,Milwaukee Bucks,127,Detroit Pistons,103,Box Score,,15742,
Wed Dec 4 2019,7:00p,Phoenix Suns,114,Orlando Magic,128,Box Score,,15176,
Wed Dec 4 2019,7:30p,Brooklyn Nets,130,Atlanta Hawks,118,Box Score,,15694,
Wed Dec 4 2019,7:30p,Miami Heat,93,Boston Celtics,112,Box Score,,19156,
Wed Dec 4 2019,8:00p,Memphis Grizzlies,99,Chicago Bulls,106,Box Score,,15017,
Wed Dec 4 2019,8:00p,Indiana Pacers,107,Oklahoma City Thunder,100,Box Score,,18203,
Wed Dec 4 2019,8:30p,Minnesota Timberwolves,114,Dallas Mavericks,121,Box Score,,19671,
Wed Dec 4 2019,9:00p,Los Angeles Lakers,121,Utah Jazz,96,Box Score,,18306,
Wed Dec 4 2019,10:00p,Sacramento Kings,116,Portland Trail Blazers,127,Box Score,,19393,
Thu Dec 5 2019,7:00p,Philadelphia 76ers,113,Washington Wizards,119,Box Score,,16554,
Thu Dec 5 2019,7:30p,Denver Nuggets,129,New York Knicks,92,Box Score,,18171,
Thu Dec 5 2019,7:30p,Houston Rockets,119,Toronto Raptors,109,Box Score,,19800,
Thu Dec 5 2019,8:00p,Phoenix Suns,139,New Orleans Pelicans,132,Box Score,OT,15607,
Fri Dec 6 2019,7:00p,Brooklyn Nets,111,Charlotte Hornets,104,Box Score,,15075,
Fri Dec 6 2019,7:00p,Orlando Magic,93,Cleveland Cavaliers,87,Box Score,,18446,
Fri Dec 6 2019,7:00p,Indiana Pacers,101,Detroit Pistons,108,Box Score,,14894,
Fri Dec 6 2019,8:00p,Denver Nuggets,95,Boston Celtics,108,Box Score,,19156,
Fri Dec 6 2019,8:00p,Golden State Warriors,100,Chicago Bulls,98,Box Score,,18841,
Fri Dec 6 2019,8:00p,Washington Wizards,103,Miami Heat,112,Box Score,,19600,
Fri Dec 6 2019,8:00p,Minnesota Timberwolves,127,Oklahoma City Thunder,139,Box Score,OT,18203,
Fri Dec 6 2019,8:30p,Los Angeles Clippers,91,Milwaukee Bucks,119,Box Score,,17732,
Fri Dec 6 2019,8:30p,Sacramento Kings,104,San Antonio Spurs,105,Box Score,OT,18354,
Fri Dec 6 2019,10:30p,Los Angeles Lakers,136,Portland Trail Blazers,113,Box Score,,19912,
Sat Dec 7 2019,2:00p,New Orleans Pelicans,84,Dallas Mavericks,130,Box Score,,19456,
Sat Dec 7 2019,7:30p,Indiana Pacers,104,New York Knicks,103,Box Score,,19110,
Sat Dec 7 2019,7:30p,Cleveland Cavaliers,94,Philadelphia 76ers,141,Box Score,,20844,
Sat Dec 7 2019,8:00p,Phoenix Suns,109,Houston Rockets,115,Box Score,,18055,
Sat Dec 7 2019,10:00p,Memphis Grizzlies,112,Utah Jazz,126,Box Score,,18306,
Sun Dec 8 2019,3:00p,Denver Nuggets,102,Brooklyn Nets,105,Box Score,,16679,
Sun Dec 8 2019,5:00p,Atlanta Hawks,122,Charlotte Hornets,107,Box Score,,15489,
Sun Dec 8 2019,6:00p,Chicago Bulls,105,Miami Heat,110,Box Score,OT,19600,
Sun Dec 8 2019,6:00p,Toronto Raptors,104,Philadelphia 76ers,110,Box Score,,20313,
Sun Dec 8 2019,6:00p,Los Angeles Clippers,135,Washington Wizards,119,Box Score,,15946,
Sun Dec 8 2019,7:00p,Sacramento Kings,110,Dallas Mavericks,106,Box Score,,19566,
Sun Dec 8 2019,9:00p,Oklahoma City Thunder,108,Portland Trail Blazers,96,Box Score,,19393,
Sun Dec 8 2019,9:30p,Minnesota Timberwolves,125,Los Angeles Lakers,142,Box Score,,18997,
Mon Dec 9 2019,7:00p,Los Angeles Clippers,110,Indiana Pacers,99,Box Score,,14644,
Mon Dec 9 2019,7:30p,Cleveland Cavaliers,88,Boston Celtics,110,Box Score,,19156,
Mon Dec 9 2019,8:00p,Toronto Raptors,93,Chicago Bulls,92,Box Score,,14775,
Mon Dec 9 2019,8:00p,Sacramento Kings,119,Houston Rockets,118,Box Score,,18055,
Mon Dec 9 2019,8:00p,Orlando Magic,101,Milwaukee Bucks,110,Box Score,,17385,
Mon Dec 9 2019,8:00p,Detroit Pistons,105,New Orleans Pelicans,103,Box Score,,13694,
Mon Dec 9 2019,9:00p,Minnesota Timberwolves,109,Phoenix Suns,125,Box Score,,13230,
Mon Dec 9 2019,9:00p,Oklahoma City Thunder,104,Utah Jazz,90,Box Score,,18306,
Mon Dec 9 2019,10:30p,Memphis Grizzlies,110,Golden State Warriors,102,Box Score,,18064,
Tue Dec 10 2019,7:00p,Washington Wizards,107,Charlotte Hornets,114,Box Score,,10626,
Tue Dec 10 2019,8:00p,Atlanta Hawks,121,Miami Heat,135,Box Score,OT,19600,
Tue Dec 10 2019,8:00p,Denver Nuggets,92,Philadelphia 76ers,97,Box Score,,20591,
Tue Dec 10 2019,10:00p,New York Knicks,87,Portland Trail Blazers,115,Box Score,,19393,
Wed Dec 11 2019,7:00p,Houston Rockets,116,Cleveland Cavaliers,110,Box Score,,17122,
Wed Dec 11 2019,7:00p,Boston Celtics,117,Indiana Pacers,122,Box Score,,15637,
Wed Dec 11 2019,7:00p,Los Angeles Lakers,96,Orlando Magic,87,Box Score,,18846,
Wed Dec 11 2019,7:00p,Los Angeles Clippers,112,Toronto Raptors,92,Box Score,,20144,
Wed Dec 11 2019,7:30p,Charlotte Hornets,113,Brooklyn Nets,108,Box Score,,15631,
Wed Dec 11 2019,8:00p,Atlanta Hawks,102,Chicago Bulls,136,Box Score,,15084,
Wed Dec 11 2019,8:00p,Utah Jazz,127,Minnesota Timberwolves,116,Box Score,,12369,
Wed Dec 11 2019,9:00p,Memphis Grizzlies,115,Phoenix Suns,108,Box Score,,12254,
Wed Dec 11 2019,9:30p,New Orleans Pelicans,112,Milwaukee Bucks,127,Box Score,,17385,
Wed Dec 11 2019,10:00p,Oklahoma City Thunder,93,Sacramento Kings,94,Box Score,,16723,
Wed Dec 11 2019,10:30p,New York Knicks,124,Golden State Warriors,122,Box Score,OT,18064,
Thu Dec 12 2019,8:00p,Philadelphia 76ers,115,Boston Celtics,109,Box Score,,19156,
Thu Dec 12 2019,8:30p,Cleveland Cavaliers,117,San Antonio Spurs,109,Box Score,OT,18354,
Thu Dec 12 2019,9:00p,Dallas Mavericks,122,Detroit Pistons,111,Box Score,,20064,at Mexico City Mexico
Thu Dec 12 2019,10:30p,Portland Trail Blazers,99,Denver Nuggets,114,Box Score,,18828,
Fri Dec 13 2019,7:00p,Los Angeles Lakers,113,Miami Heat,110,Box Score,,20013,
Fri Dec 13 2019,7:00p,Houston Rockets,130,Orlando Magic,107,Box Score,,16335,
Fri Dec 13 2019,7:00p,New Orleans Pelicans,109,Philadelphia 76ers,116,Box Score,,20620,
Fri Dec 13 2019,7:30p,Indiana Pacers,110,Atlanta Hawks,100,Box Score,,15121,
Fri Dec 13 2019,8:00p,Charlotte Hornets,83,Chicago Bulls,73,Box Score,,18377,
Fri Dec 13 2019,8:00p,Milwaukee Bucks,127,Memphis Grizzlies,114,Box Score,,16109,
Fri Dec 13 2019,9:00p,Golden State Warriors,106,Utah Jazz,114,Box Score,,18306,
Fri Dec 13 2019,9:30p,Los Angeles Clippers,124,Minnesota Timberwolves,117,Box Score,,17585,
Fri Dec 13 2019,10:00p,New York Knicks,103,Sacramento Kings,101,Box Score,,17583,
Sat Dec 14 2019,5:00p,San Antonio Spurs,121,Phoenix Suns,119,Box Score,OT,20013,at Mexico City Mexico
Sat Dec 14 2019,7:30p,Brooklyn Nets,102,Toronto Raptors,110,Box Score,,19800,
Sat Dec 14 2019,8:00p,Los Angeles Clippers,106,Chicago Bulls,109,Box Score,,18426,
Sat Dec 14 2019,8:00p,Washington Wizards,111,Memphis Grizzlies,128,Box Score,,15631,
Sat Dec 14 2019,8:30p,Miami Heat,122,Dallas Mavericks,118,Box Score,OT,20333,
Sat Dec 14 2019,8:30p,Cleveland Cavaliers,108,Milwaukee Bucks,125,Box Score,,17481,
Sat Dec 14 2019,9:00p,Oklahoma City Thunder,102,Denver Nuggets,110,Box Score,,19520,
Sat Dec 14 2019,9:00p,Detroit Pistons,115,Houston Rockets,107,Box Score,,18055,
Sun Dec 15 2019,3:30p,Orlando Magic,130,New Orleans Pelicans,119,Box Score,,15388,
Sun Dec 15 2019,5:00p,Charlotte Hornets,85,Indiana Pacers,107,Box Score,,16061,
Sun Dec 15 2019,6:00p,Los Angeles Lakers,101,Atlanta Hawks,96,Box Score,,16962,
Sun Dec 15 2019,6:00p,Philadelphia 76ers,89,Brooklyn Nets,109,Box Score,,17732,
Sun Dec 15 2019,8:00p,New York Knicks,105,Denver Nuggets,111,Box Score,,18867,
Sun Dec 15 2019,8:30p,Sacramento Kings,100,Golden State Warriors,79,Box Score,,18064,
Mon Dec 16 2019,7:00p,Washington Wizards,133,Detroit Pistons,119,Box Score,,14632,
Mon Dec 16 2019,7:30p,Cleveland Cavaliers,113,Toronto Raptors,133,Box Score,,19800,
Mon Dec 16 2019,8:00p,San Antonio Spurs,107,Houston Rockets,109,Box Score,,18055,
Mon Dec 16 2019,8:00p,Miami Heat,111,Memphis Grizzlies,118,Box Score,,14021,
Mon Dec 16 2019,8:00p,Dallas Mavericks,120,Milwaukee Bucks,116,Box Score,,17727,
Mon Dec 16 2019,8:00p,Chicago Bulls,106,Oklahoma City Thunder,109,Box Score,,18203,
Mon Dec 16 2019,9:00p,Portland Trail Blazers,111,Phoenix Suns,110,Box Score,,14193,
Tue Dec 17 2019,7:00p,Sacramento Kings,102,Charlotte Hornets,110,Box Score,,13229,
Tue Dec 17 2019,7:00p,Los Angeles Lakers,102,Indiana Pacers,105,Box Score,,17923,
